<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SU26217RMFS8;D;20170418;000000;98.5301000;98.7900000;98.4272000;98.4274000;726728
SU26217RMFS8;D;20170419;000000;98.4277000;98.7000000;98.4273000;98.6006000;1298498
SU26217RMFS8;D;20170420;000000;98.5601000;99.1490000;98.5601000;99.0501000;875378
SU26217RMFS8;D;20170421;000000;99.2440000;99.6000000;99.0009000;99.5002000;240382
SU26217RMFS8;D;20170424;000000;99.5200000;99.6300000;99.3102000;99.3103000;267
SU26217RMFS8;D;20170425;000000;99.2615000;99.4998000;99.2613000;99.3500000;35010
SU26217RMFS8;D;20170426;000000;99.5397000;99.6600000;99.1101000;99.2101000;691355
SU26217RMFS8;D;20170427;000000;99.4479000;99.4490000;99.1000000;99.1000000;45387
SU26217RMFS8;D;20170428;000000;99.3789000;99.7000000;99.1038000;99.5989000;1679203
SU26217RMFS8;D;20170502;000000;99.7000000;99.7999000;99.4506000;99.6700000;37104
SU26217RMFS8;D;20170503;000000;99.5002000;99.7000000;99.3001000;99.5999000;40324
SU26217RMFS8;D;20170504;000000;99.3211000;99.3495000;99.1205000;99.3495000;2188
SU26217RMFS8;D;20170505;000000;99.0101000;99.3400000;98.6004000;98.9213000;746209
SU26217RMFS8;D;20170510;000000;98.9100000;99.4799000;98.9100000;99.4799000;1812
SU26217RMFS8;D;20170511;000000;99.5400000;99.5400000;99.4212000;99.4212000;1893
SU26217RMFS8;D;20170512;000000;99.6498000;99.7790000;99.4000000;99.6999000;104387
SU26217RMFS8;D;20170515;000000;99.4503000;99.8998000;99.4502000;99.5500000;101535
SU26217RMFS8;D;20170516;000000;99.7489000;99.7490000;99.4501000;99.4501000;1071
SU26217RMFS8;D;20170517;000000;99.2001000;99.6300000;99.2001000;99.2509000;7097
SU26217RMFS8;D;20170518;000000;99.0810000;99.4198000;99.0000000;99.4198000;2828
SU26217RMFS8;D;20170519;000000;99.7298000;99.7798000;99.3704000;99.5203000;3528
SU26217RMFS8;D;20170522;000000;99.8730000;99.8730000;99.3020000;99.7000000;13721
SU26217RMFS8;D;20170523;000000;99.7960000;99.7980000;99.3880000;99.4050000;1948
SU26217RMFS8;D;20170524;000000;99.8590000;99.9900000;99.2000000;99.2000000;128643
SU26217RMFS8;D;20170525;000000;99.1850000;99.1850000;98.8600000;98.8600000;153180
SU26217RMFS8;D;20170526;000000;99.1880000;99.1890000;98.8030000;98.8600000;588894
SU26217RMFS8;D;20170529;000000;99.2000000;99.2000000;99.1510000;99.1510000;6
SU26217RMFS8;D;20170530;000000;99.3200000;99.3280000;99.0530000;99.0530000;54948
SU26217RMFS8;D;20170531;000000;99.0520000;99.3300000;99.0000000;99.1990000;378515
SU26217RMFS8;D;20170601;000000;99.0040000;99.4000000;99.0020000;99.3220000;1385
SU26217RMFS8;D;20170602;000000;99.0830000;99.5000000;99.0830000;99.3020000;27206
SU26217RMFS8;D;20170605;000000;99.5990000;99.6000000;99.3720000;99.3720000;2025
SU26217RMFS8;D;20170606;000000;99.5970000;99.5990000;99.2070000;99.4000000;1500961
SU26217RMFS8;D;20170607;000000;99.4980000;99.4990000;99.3110000;99.3130000;335709
SU26217RMFS8;D;20170608;000000;99.4480000;99.4490000;99.3130000;99.3150000;480341
SU26217RMFS8;D;20170609;000000;99.3130000;99.4900000;99.3120000;99.3130000;5337
SU26217RMFS8;D;20170613;000000;99.5980000;99.6000000;99.3240000;99.4040000;35276
SU26217RMFS8;D;20170614;000000;99.5000000;99.6000000;99.4000000;99.4800000;305299
SU26217RMFS8;D;20170615;000000;99.3130000;99.4490000;99.0750000;99.1500000;19910
SU26217RMFS8;D;20170616;000000;99.0990000;99.3790000;98.7000000;98.7000000;6148469
SU26217RMFS8;D;20170619;000000;98.5740000;98.9870000;98.5700000;98.6020000;559479
SU26217RMFS8;D;20170620;000000;98.9490000;98.9490000;98.3700000;98.6000000;781028
SU26217RMFS8;D;20170621;000000;98.9960000;99.4400000;98.2080000;98.6500000;1053532
SU26217RMFS8;D;20170622;000000;98.4740000;98.8790000;98.4740000;98.5060000;58308
SU26217RMFS8;D;20170623;000000;98.8490000;98.8490000;98.5570000;98.7700000;873317
SU26217RMFS8;D;20170626;000000;99.1090000;99.4400000;98.8010000;98.9000000;1121333
SU26217RMFS8;D;20170627;000000;99.1780000;99.1880000;98.7000000;98.8000000;976659
SU26217RMFS8;D;20170628;000000;98.7010000;98.7990000;98.7000000;98.7800000;192782
SU26217RMFS8;D;20170629;000000;99.1280000;99.1300000;98.7500000;98.7500000;1317904
SU26217RMFS8;D;20170630;000000;98.8690000;98.8690000;98.7000000;98.7530000;125911
SU26217RMFS8;D;20170703;000000;99.0900000;99.0900000;98.7000000;98.7000000;262592
SU26217RMFS8;D;20170704;000000;98.7990000;98.8490000;98.6810000;98.8490000;171564
SU26217RMFS8;D;20170705;000000;98.9960000;98.9960000;98.5500000;98.5500000;1214664
SU26217RMFS8;D;20170706;000000;98.5110000;98.8080000;98.4000000;98.4530000;501119
SU26217RMFS8;D;20170707;000000;98.5390000;98.5400000;98.1690000;98.3150000;1756991
SU26217RMFS8;D;20170710;000000;98.5790000;98.5890000;98.3510000;98.4550000;1063214
SU26217RMFS8;D;20170711;000000;98.5900000;98.5900000;98.2520000;98.3490000;299121
SU26217RMFS8;D;20170712;000000;98.4890000;98.5500000;98.2300000;98.5000000;1588091
SU26217RMFS8;D;20170713;000000;98.5890000;98.5900000;98.4240000;98.5050000;8326
SU26217RMFS8;D;20170714;000000;98.6970000;98.7990000;98.3450000;98.7010000;416905
SU26217RMFS8;D;20170717;000000;98.6010000;98.8990000;98.6000000;98.7950000;1327
SU26217RMFS8;D;20170718;000000;98.9690000;98.9700000;98.6510000;98.8000000;151693
SU26217RMFS8;D;20170719;000000;98.7220000;98.9760000;98.7200000;98.7500000;61535
SU26217RMFS8;D;20170720;000000;98.5510000;98.8010000;98.5500000;98.8000000;862998
SU26217RMFS8;D;20170721;000000;98.9880000;98.9880000;98.3770000;98.7000000;292464
SU26217RMFS8;D;20170724;000000;98.7980000;98.7990000;98.4260000;98.4500000;2352020
SU26217RMFS8;D;20170725;000000;98.6000000;98.6000000;98.4200000;98.4990000;3261226
SU26217RMFS8;D;20170726;000000;98.6960000;98.6960000;98.4630000;98.5030000;329807
SU26217RMFS8;D;20170727;000000;98.8950000;98.8960000;98.5040000;98.7880000;3643
SU26217RMFS8;D;20170728;000000;98.9790000;98.9810000;98.6000000;98.7000000;142964
SU26217RMFS8;D;20170731;000000;98.6500000;98.6980000;98.6060000;98.6400000;224003
SU26217RMFS8;D;20170801;000000;98.8260000;98.8270000;98.4730000;98.6500000;62965
SU26217RMFS8;D;20170802;000000;98.6080000;98.7490000;98.5240000;98.7490000;255712
SU26217RMFS8;D;20170803;000000;98.8580000;98.8580000;98.6010000;98.7500000;741789
SU26217RMFS8;D;20170804;000000;98.7960000;99.0480000;98.6540000;98.9000000;351382
SU26217RMFS8;D;20170807;000000;99.0940000;99.0980000;98.8500000;98.8500000;3800
SU26217RMFS8;D;20170808;000000;98.9990000;99.0480000;98.8390000;98.8520000;122790
SU26217RMFS8;D;20170809;000000;98.8610000;98.9500000;98.7580000;98.9500000;309065
SU26217RMFS8;D;20170810;000000;98.8990000;98.9990000;98.8500000;98.9500000;739553
SU26217RMFS8;D;20170811;000000;99.0270000;99.1200000;98.8500000;99.0500000;1225906
SU26217RMFS8;D;20170814;000000;98.9440000;99.1900000;98.9440000;99.1520000;345132
SU26217RMFS8;D;20170815;000000;99.1630000;99.2100000;99.1010000;99.1990000;433643
SU26217RMFS8;D;20170816;000000;99.3260000;99.4090000;99.1230000;99.2220000;1043509
SU26217RMFS8;D;20170817;000000;99.2230000;99.4500000;99.1920000;99.3330000;1706340
SU26217RMFS8;D;20170818;000000;99.4970000;99.4980000;99.3010000;99.4960000;44356
SU26217RMFS8;D;20170821;000000;99.5550000;99.5590000;99.3800000;99.4400000;113309
SU26217RMFS8;D;20170822;000000;99.4500000;99.5650000;99.3710000;99.3760000;587205
SU26217RMFS8;D;20170823;000000;99.4000000;99.4300000;99.3510000;99.3510000;269341
SU26217RMFS8;D;20170824;000000;99.4570000;99.4600000;99.2810000;99.4500000;2081958
SU26217RMFS8;D;20170825;000000;99.4590000;99.5450000;99.3950000;99.5000000;13521
SU26217RMFS8;D;20170828;000000;99.5000000;99.5000000;99.1910000;99.4400000;1993
SU26217RMFS8;D;20170829;000000;99.5870000;99.5900000;99.3040000;99.3370000;6461
SU26217RMFS8;D;20170830;000000;99.3980000;99.4990000;99.2650000;99.4690000;306260
SU26217RMFS8;D;20170831;000000;99.5910000;99.6880000;99.4030000;99.6880000;1474598
SU26217RMFS8;D;20170901;000000;99.7580000;99.8450000;99.5550000;99.7620000;549196
SU26217RMFS8;D;20170904;000000;99.7990000;99.9070000;99.7990000;99.8200000;3363
SU26217RMFS8;D;20170905;000000;99.8210000;99.9510000;99.7020000;99.9510000;190384
SU26217RMFS8;D;20170906;000000;100.1080000;100.3000000;99.9990000;100.2470000;154604
SU26217RMFS8;D;20170907;000000;100.0980000;100.2980000;100.0950000;100.1600000;7954
SU26217RMFS8;D;20170908;000000;100.3270000;100.3460000;100.1510000;100.2460000;3491
SU26217RMFS8;D;20170911;000000;100.2490000;100.2490000;100.0830000;100.0830000;765
SU26217RMFS8;D;20170912;000000;100.0830000;100.2490000;100.0820000;100.0860000;1124054
SU26217RMFS8;D;20170913;000000;100.2550000;100.2580000;100.0030000;100.1700000;224443
SU26217RMFS8;D;20170914;000000;100.1990000;100.2000000;100.1200000;100.1210000;7312
SU26217RMFS8;D;20170915;000000;100.0820000;100.2020000;100.0820000;100.1750000;288263
SU26217RMFS8;D;20170918;000000;100.3960000;100.3990000;100.0830000;100.1300000;2038406
SU26217RMFS8;D;20170919;000000;100.1510000;100.2400000;100.1300000;100.1740000;285801
SU26217RMFS8;D;20170920;000000;100.3950000;100.3980000;100.1310000;100.2900000;126504
SU26217RMFS8;D;20170921;000000;100.2490000;100.3770000;100.1520000;100.2000000;110913
SU26217RMFS8;D;20170922;000000;100.2000000;100.3970000;100.1990000;100.2020000;207807
SU26217RMFS8;D;20170925;000000;100.3970000;100.3990000;100.2000000;100.2000000;104315
SU26217RMFS8;D;20170926;000000;100.2400000;100.3490000;100.1010000;100.2000000;72488
SU26217RMFS8;D;20170927;000000;100.2000000;100.2000000;99.9230000;100.1780000;368260
SU26217RMFS8;D;20170928;000000;99.9070000;100.1960000;99.9060000;100.0700000;242636
SU26217RMFS8;D;20170929;000000;100.2970000;100.3000000;100.0260000;100.0310000;35790
SU26217RMFS8;D;20171002;000000;100.1500000;100.1500000;100.0020000;100.0500000;31939
SU26217RMFS8;D;20171003;000000;100.0060000;100.2490000;100.0060000;100.2000000;905543
SU26217RMFS8;D;20171004;000000;100.1990000;100.3980000;100.0100000;100.3000000;66918
SU26217RMFS8;D;20171005;000000;100.3930000;100.5980000;100.3930000;100.4620000;182382
SU26217RMFS8;D;20171006;000000;100.2020000;100.5990000;100.0000000;100.4540000;155844
SU26217RMFS8;D;20171009;000000;100.5960000;100.5970000;100.2070000;100.5480000;9765
SU26217RMFS8;D;20171010;000000;100.2020000;100.6500000;100.2010000;100.5710000;52470
SU26217RMFS8;D;20171011;000000;100.5900000;100.8000000;100.4560000;100.7010000;165866
SU26217RMFS8;D;20171012;000000;100.4830000;100.9890000;100.4830000;100.8510000;134740
SU26217RMFS8;D;20171013;000000;100.8570000;101.1880000;100.8530000;101.1880000;15475
SU26217RMFS8;D;20171016;000000;101.2490000;101.2500000;100.7030000;100.7060000;187672
SU26217RMFS8;D;20171017;000000;100.7770000;100.7990000;100.6510000;100.7590000;439231
SU26217RMFS8;D;20171018;000000;100.6200000;101.0860000;100.6130000;100.8250000;38735
SU26217RMFS8;D;20171019;000000;100.8540000;100.9990000;100.8050000;100.9990000;105889
SU26217RMFS8;D;20171020;000000;100.9010000;100.9980000;100.8040000;100.8990000;18306
SU26217RMFS8;D;20171023;000000;100.8340000;101.0480000;100.7730000;100.7730000;13658
SU26217RMFS8;D;20171024;000000;100.8000000;100.9460000;100.7320000;100.7320000;234299
SU26217RMFS8;D;20171025;000000;100.6540000;100.8400000;100.6530000;100.7000000;1142643
SU26217RMFS8;D;20171026;000000;100.6450000;100.7980000;100.6430000;100.7000000;239794
SU26217RMFS8;D;20171027;000000;100.6810000;100.7490000;100.3500000;100.4410000;1166197
SU26217RMFS8;D;20171030;000000;100.5300000;100.5400000;100.3040000;100.5100000;1151192
SU26217RMFS8;D;20171031;000000;100.6680000;100.6680000;100.3400000;100.5490000;307844
SU26217RMFS8;D;20171101;000000;100.4520000;100.6880000;100.4520000;100.6000000;271867
SU26217RMFS8;D;20171102;000000;100.7100000;100.7100000;100.5480000;100.5900000;566908
SU26217RMFS8;D;20171103;000000;100.5180000;100.7000000;100.3920000;100.4500000;958009
SU26217RMFS8;D;20171107;000000;100.4140000;100.6990000;100.4130000;100.4530000;236402
SU26217RMFS8;D;20171108;000000;100.6250000;100.6250000;100.3020000;100.4480000;194592
SU26217RMFS8;D;20171109;000000;100.5490000;100.5500000;100.4010000;100.4980000;2344
SU26217RMFS8;D;20171110;000000;100.4130000;100.5750000;100.3000000;100.4010000;538203
SU26217RMFS8;D;20171113;000000;100.3810000;100.4980000;100.3600000;100.4590000;11712
SU26217RMFS8;D;20171114;000000;100.2560000;100.9000000;100.2560000;100.3540000;89502
SU26217RMFS8;D;20171115;000000;100.4890000;100.4900000;100.3310000;100.4030000;12663
SU26217RMFS8;D;20171116;000000;100.5740000;100.5770000;100.4210000;100.5010000;3937
SU26217RMFS8;D;20171117;000000;100.5020000;100.8980000;100.5020000;100.6490000;80248
SU26217RMFS8;D;20171120;000000;100.7880000;100.7890000;100.5380000;100.6080000;3359
SU26217RMFS8;D;20171121;000000;100.7880000;100.7890000;100.6050000;100.7300000;26734
SU26217RMFS8;D;20171122;000000;100.6620000;100.8980000;100.6620000;100.8000000;149992
SU26217RMFS8;D;20171123;000000;100.9980000;101.0000000;100.6080000;100.8080000;2121
SU26217RMFS8;D;20171124;000000;100.8610000;100.9960000;100.8600000;100.8600000;2168
SU26217RMFS8;D;20171127;000000;100.9880000;100.9900000;100.7530000;100.8050000;171182
SU26217RMFS8;D;20171128;000000;100.6500000;101.0770000;100.6500000;100.9080000;221074
SU26217RMFS8;D;20171129;000000;100.9180000;101.0930000;100.9010000;100.9010000;112208
SU26217RMFS8;D;20171130;000000;101.0460000;101.0700000;100.9000000;101.0100000;51054
SU26217RMFS8;D;20171201;000000;100.7950000;101.1280000;100.7950000;101.1270000;13515
SU26217RMFS8;D;20171204;000000;100.9840000;101.1000000;100.9300000;101.1000000;453258
SU26217RMFS8;D;20171205;000000;101.1870000;101.1900000;100.9430000;101.0730000;32194
SU26217RMFS8;D;20171206;000000;100.7000000;101.2860000;100.7000000;101.2490000;68342
SU26217RMFS8;D;20171207;000000;101.2880000;101.2890000;101.1220000;101.2880000;11206
SU26217RMFS8;D;20171208;000000;101.2990000;101.3000000;101.1680000;101.2040000;23485
SU26217RMFS8;D;20171211;000000;101.1870000;101.3490000;101.1860000;101.2890000;57524
SU26217RMFS8;D;20171212;000000;101.2490000;101.3970000;101.2200000;101.2890000;44098
SU26217RMFS8;D;20171213;000000;101.1740000;101.2980000;101.1400000;101.2500000;218212
SU26217RMFS8;D;20171214;000000;101.1250000;101.3680000;101.1250000;101.3680000;1757035
SU26217RMFS8;D;20171215;000000;101.3680000;101.4900000;101.1170000;101.4000000;946032
SU26217RMFS8;D;20171218;000000;101.6970000;101.7000000;100.9390000;101.5000000;611334
SU26217RMFS8;D;20171219;000000;101.4990000;101.6350000;101.3630000;101.4530000;4816
SU26217RMFS8;D;20171220;000000;101.6770000;101.7000000;101.4600000;101.4600000;80334
SU26217RMFS8;D;20171221;000000;101.4120000;101.6980000;101.4120000;101.6800000;65321
SU26217RMFS8;D;20171222;000000;101.7380000;101.8890000;101.6510000;101.7450000;27058
SU26217RMFS8;D;20171225;000000;101.8000000;101.8900000;101.5110000;101.6600000;100539
SU26217RMFS8;D;20171226;000000;101.7770000;101.8000000;101.6000000;101.6010000;121497
SU26217RMFS8;D;20171227;000000;101.5130000;101.9000000;101.5130000;101.7710000;38475
SU26217RMFS8;D;20171228;000000;101.9000000;101.9000000;101.7500000;101.8500000;398663
SU26217RMFS8;D;20171229;000000;101.8990000;101.9000000;101.7120000;101.8980000;40584
SU26217RMFS8;D;20180103;000000;101.7550000;102.0390000;101.7550000;102.0390000;177
SU26217RMFS8;D;20180104;000000;101.9900000;102.0000000;101.9510000;102.0000000;1056
SU26217RMFS8;D;20180109;000000;101.8010000;102.5000000;101.7100000;102.4030000;133528
SU26217RMFS8;D;20180110;000000;102.4580000;102.5990000;102.1910000;102.2500000;101826
SU26217RMFS8;D;20180111;000000;102.1520000;102.4060000;102.0000000;102.0980000;212523
SU26217RMFS8;D;20180112;000000;102.0990000;102.2980000;102.0000000;102.1270000;178767
SU26217RMFS8;D;20180115;000000;102.2570000;102.3310000;102.1570000;102.2060000;2100276
SU26217RMFS8;D;20180116;000000;102.2000000;102.2990000;102.1590000;102.2630000;1084782
SU26217RMFS8;D;20180117;000000;102.2000000;102.2490000;102.1000000;102.1500000;329204
SU26217RMFS8;D;20180118;000000;102.1880000;102.2470000;102.1000000;102.1710000;353348
SU26217RMFS8;D;20180119;000000;102.2460000;102.2500000;102.0980000;102.2300000;822740
SU26217RMFS8;D;20180122;000000;102.0640000;102.2450000;102.0600000;102.2440000;759222
SU26217RMFS8;D;20180123;000000;102.2450000;102.2450000;102.1000000;102.2000000;413534
SU26217RMFS8;D;20180124;000000;102.2420000;102.3510000;102.1010000;102.3000000;599814
SU26217RMFS8;D;20180125;000000;102.2450000;102.3200000;102.2010000;102.2010000;944257
SU26217RMFS8;D;20180126;000000;102.1020000;102.2690000;102.0500000;102.0500000;208372
SU26217RMFS8;D;20180129;000000;102.1570000;102.2470000;102.0500000;102.1910000;51638
SU26217RMFS8;D;20180130;000000;102.2190000;102.3390000;102.1500000;102.2500000;1691354
SU26217RMFS8;D;20180131;000000;102.3010000;102.5000000;102.2030000;102.4990000;12665
SU26217RMFS8;D;20180201;000000;102.2810000;102.4490000;102.2780000;102.4490000;488675
SU26217RMFS8;D;20180202;000000;102.4500000;102.4500000;102.3020000;102.4500000;486455
SU26217RMFS8;D;20180205;000000;102.3120000;102.4490000;102.2610000;102.4290000;84100
SU26217RMFS8;D;20180206;000000;102.2530000;102.4490000;102.2530000;102.3990000;36963
SU26217RMFS8;D;20180207;000000;102.4970000;102.7470000;102.3430000;102.7390000;1525396
SU26217RMFS8;D;20180208;000000;102.7000000;102.7380000;102.4750000;102.6000000;114062
SU26217RMFS8;D;20180209;000000;102.7360000;102.8000000;102.5410000;102.7980000;35368
SU26217RMFS8;D;20180212;000000;102.8110000;102.9000000;102.6220000;102.7630000;3071228
SU26217RMFS8;D;20180213;000000;102.7260000;102.9990000;102.7260000;102.8210000;35913
SU26217RMFS8;D;20180214;000000;102.9460000;102.9970000;102.7970000;102.9400000;10058
SU26217RMFS8;D;20180215;000000;102.9220000;103.1000000;102.9170000;103.0480000;26495
SU26217RMFS8;D;20180216;000000;103.0980000;103.2390000;102.9700000;103.1400000;33270
SU26217RMFS8;D;20180219;000000;103.1700000;103.4000000;103.1050000;103.1100000;45402
SU26217RMFS8;D;20180220;000000;103.1400000;103.1400000;102.8630000;102.8670000;22849
SU26217RMFS8;D;20180221;000000;103.0450000;103.1350000;102.7910000;103.0510000;15193
SU26217RMFS8;D;20180222;000000;103.1170000;103.2170000;102.9960000;103.2170000;13167
SU26217RMFS8;D;20180226;000000;103.0140000;103.3490000;103.0140000;103.3000000;29665
SU26217RMFS8;D;20180227;000000;103.3000000;103.3500000;103.0420000;103.2490000;224889
SU26217RMFS8;D;20180228;000000;103.2680000;103.2890000;103.1020000;103.2890000;301477
SU26217RMFS8;D;20180301;000000;103.2510000;103.4440000;103.1510000;103.2790000;14864
SU26217RMFS8;D;20180302;000000;103.0540000;103.3480000;103.0540000;103.2490000;6144
SU26217RMFS8;D;20180305;000000;103.1700000;103.3440000;103.0720000;103.1150000;7858
SU26217RMFS8;D;20180306;000000;103.3100000;103.3600000;103.1110000;103.1110000;88827
SU26217RMFS8;D;20180307;000000;103.2950000;103.4530000;103.1610000;103.1640000;10406
SU26217RMFS8;D;20180309;000000;103.3880000;103.5490000;103.1860000;103.1870000;347
SU26217RMFS8;D;20180312;000000;103.3620000;103.3620000;103.1110000;103.2180000;7199
SU26217RMFS8;D;20180313;000000;103.0430000;103.7000000;103.0320000;103.1600000;273793
SU26217RMFS8;D;20180314;000000;103.2750000;103.2750000;103.0440000;103.1700000;65663
SU26217RMFS8;D;20180315;000000;103.6990000;103.7000000;103.0450000;103.1400000;1193577
SU26217RMFS8;D;20180316;000000;103.0560000;103.3080000;103.0560000;103.2980000;19960
SU26217RMFS8;D;20180319;000000;103.3330000;103.4000000;103.1660000;103.2500000;10803
SU26217RMFS8;D;20180320;000000;103.2500000;103.4500000;103.1580000;103.4500000;105715
SU26217RMFS8;D;20180321;000000;103.5000000;103.5990000;103.3380000;103.5500000;192895
SU26217RMFS8;D;20180322;000000;103.6870000;103.6980000;103.5500000;103.6930000;123319
SU26217RMFS8;D;20180323;000000;103.7000000;103.7380000;103.5200000;103.5730000;11001
SU26217RMFS8;D;20180326;000000;103.5000000;103.7850000;103.4930000;103.5000000;579953
SU26217RMFS8;D;20180327;000000;103.6460000;103.6470000;103.4020000;103.5680000;24097
SU26217RMFS8;D;20180328;000000;103.3700000;103.4990000;103.2010000;103.3780000;41004
SU26217RMFS8;D;20180329;000000;103.2030000;103.3890000;103.2000000;103.3000000;382129
SU26217RMFS8;D;20180330;000000;103.4430000;103.4470000;103.2470000;103.4470000;5330
SU26217RMFS8;D;20180402;000000;103.3040000;103.4410000;103.3000000;103.4200000;13658
SU26217RMFS8;D;20180403;000000;103.4980000;104.0000000;103.2600000;103.3150000;32990
SU26217RMFS8;D;20180404;000000;103.5000000;103.5000000;103.1020000;103.3000000;1001979
SU26217RMFS8;D;20180405;000000;103.3000000;103.3480000;103.2500000;103.2500000;586873
SU26217RMFS8;D;20180406;000000;103.1730000;103.3820000;103.1710000;103.2010000;565218
SU26217RMFS8;D;20180409;000000;103.1710000;103.3170000;102.3900000;102.4020000;14791
SU26217RMFS8;D;20180410;000000;102.6280000;102.8980000;101.3500000;101.5010000;5357830
SU26217RMFS8;D;20180411;000000;101.3070000;101.6480000;100.9890000;101.4980000;443233
SU26217RMFS8;D;20180412;000000;101.3540000;102.0980000;101.3540000;101.8000000;5851633
SU26217RMFS8;D;20180413;000000;101.9960000;101.9960000;101.4020000;101.6000000;1144126
SU26217RMFS8;D;20180416;000000;101.3040000;101.8300000;101.2660000;101.8300000;216635
SU26217RMFS8;D;20180417;000000;101.8390000;101.9500000;101.7300000;101.7990000;485233
SU26217RMFS8;D;20180418;000000;101.5220000;101.9990000;101.5050000;101.9990000;722597
SU26217RMFS8;D;20180419;000000;102.2890000;102.2900000;101.8500000;102.0500000;967295
SU26217RMFS8;D;20180420;000000;102.1470000;102.1480000;101.8600000;102.1000000;289121
SU26217RMFS8;D;20180423;000000;102.3500000;102.3500000;101.8500000;102.0540000;27911
SU26217RMFS8;D;20180424;000000;102.0020000;102.3500000;102.0020000;102.3500000;1088109
SU26217RMFS8;D;20180425;000000;102.4990000;102.4990000;102.2510000;102.2520000;306734
SU26217RMFS8;D;20180426;000000;102.3960000;102.3960000;102.1500000;102.2950000;8818
SU26217RMFS8;D;20180427;000000;102.1100000;102.5700000;101.9810000;102.5000000;408893
SU26217RMFS8;D;20180428;000000;102.3010000;102.7010000;102.2120000;102.6000000;11424
SU26217RMFS8;D;20180430;000000;102.3340000;102.8490000;102.3340000;102.8480000;580
SU26217RMFS8;D;20180502;000000;102.8440000;102.8490000;102.6310000;102.6310000;862
SU26217RMFS8;D;20180503;000000;102.6310000;102.6310000;102.2640000;102.4000000;250930
SU26217RMFS8;D;20180504;000000;102.3900000;102.5000000;102.2600000;102.5000000;319868
SU26217RMFS8;D;20180507;000000;102.5000000;102.7190000;102.3000000;102.7190000;37556
SU26217RMFS8;D;20180508;000000;102.5980000;102.6000000;102.4500000;102.5500000;14119
SU26217RMFS8;D;20180510;000000;102.8780000;102.8780000;102.4500000;102.5990000;18984
SU26217RMFS8;D;20180511;000000;102.5000000;102.7500000;102.4700000;102.6040000;938579
SU26217RMFS8;D;20180514;000000;102.8960000;102.8960000;102.5000000;102.5010000;16632
SU26217RMFS8;D;20180515;000000;102.5480000;102.5490000;102.2000000;102.4590000;164898
SU26217RMFS8;D;20180516;000000;102.1030000;102.4820000;101.9620000;102.0000000;270283
SU26217RMFS8;D;20180517;000000;102.1990000;102.1990000;101.8760000;102.0990000;57795
SU26217RMFS8;D;20180518;000000;101.9180000;102.3730000;101.9180000;102.1180000;67254
SU26217RMFS8;D;20180521;000000;102.1990000;102.1990000;101.9620000;101.9650000;3794
SU26217RMFS8;D;20180522;000000;101.9650000;102.1930000;101.9590000;102.1000000;61601
SU26217RMFS8;D;20180523;000000;102.1010000;102.1010000;101.9000000;102.0870000;90210
SU26217RMFS8;D;20180524;000000;101.8770000;102.1470000;101.8730000;102.0840000;309091
SU26217RMFS8;D;20180525;000000;101.8850000;102.1990000;101.8850000;102.0700000;5266
SU26217RMFS8;D;20180528;000000;102.0000000;102.1370000;101.8810000;102.0790000;1020325
SU26217RMFS8;D;20180529;000000;101.9100000;102.0780000;101.9100000;101.9210000;665522
SU26217RMFS8;D;20180530;000000;102.1040000;102.1740000;101.9110000;102.0000000;11596
SU26217RMFS8;D;20180531;000000;102.1350000;102.1680000;101.8820000;102.0570000;19992
SU26217RMFS8;D;20180601;000000;101.8850000;102.2990000;101.8850000;102.0160000;8250
SU26217RMFS8;D;20180604;000000;101.9540000;102.3610000;101.9530000;102.2940000;110208
SU26217RMFS8;D;20180605;000000;102.3350000;102.3390000;101.9850000;102.0210000;37540
SU26217RMFS8;D;20180606;000000;102.0040000;102.3960000;101.9530000;102.0380000;407459
SU26217RMFS8;D;20180607;000000;102.1880000;102.1880000;101.8680000;101.9130000;246352
SU26217RMFS8;D;20180608;000000;102.2700000;102.2700000;101.6130000;101.7990000;169344
SU26217RMFS8;D;20180609;000000;101.9980000;102.0190000;101.6040000;101.6580000;1172
SU26217RMFS8;D;20180611;000000;102.0150000;102.0190000;102.0020000;102.0020000;516
SU26217RMFS8;D;20180613;000000;101.6130000;102.1990000;101.6130000;101.7720000;1169
SU26217RMFS8;D;20180614;000000;101.9160000;101.9160000;101.6700000;101.9120000;60080
SU26217RMFS8;D;20180615;000000;101.7610000;101.7610000;101.2000000;101.2110000;50557
SU26217RMFS8;D;20180618;000000;101.5660000;101.5660000;100.9020000;100.9990000;25289
SU26217RMFS8;D;20180619;000000;102.3980000;102.5890000;100.3340000;100.8880000;15091
SU26217RMFS8;D;20180620;000000;100.5930000;101.1990000;100.5920000;101.1000000;529848
SU26217RMFS8;D;20180621;000000;100.8610000;101.2650000;100.8610000;101.1400000;7712
SU26217RMFS8;D;20180622;000000;101.2300000;101.2530000;100.9100000;101.1270000;99096
SU26217RMFS8;D;20180625;000000;100.9860000;101.2550000;100.5000000;101.0700000;15516
SU26217RMFS8;D;20180626;000000;101.2270000;101.2270000;100.8800000;101.0090000;181395
SU26217RMFS8;D;20180627;000000;101.0210000;101.0710000;100.5000000;100.9100000;343072
SU26217RMFS8;D;20180628;000000;100.9900000;101.0870000;100.8030000;101.0840000;24210
SU26217RMFS8;D;20180629;000000;101.1390000;101.2990000;101.0000000;101.0910000;131757
